num,day,period,code,met,clo,COMFORT,PREFERENCE,day_time.x,status_fan,sensor,FC,setpoint,week,d2,day_factor,day_time.y,Tar,RH
243,2022-01-17T00:00:00Z,T,ELG65,1.1,0.5,2,0,2022-01-17T12:38:00Z,1,20589707,1,25,2,3,01/17,2022-01-17T12:36:00Z,25.87,59.67
244,2022-01-17T00:00:00Z,T,CSB82,1.1,0.5,1,-1,2022-01-17T14:22:00Z,1,20589764,2,25,2,3,01/17,2022-01-17T14:20:00Z,26.67,57.13
245,2022-01-17T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-01-17T14:22:00Z,1,20589744,2,25,2,3,01/17,2022-01-17T14:20:00Z,26.13,63.16
246,2022-01-17T00:00:00Z,T,MD82,1.1,0.29,-1,-1,2022-01-17T14:23:00Z,1,20589746,2,25,2,3,01/17,2022-01-17T14:19:00Z,25.7,61.52
247,2022-01-17T00:00:00Z,T,JR78,1.1,0.5,-1,-1,2022-01-17T14:25:00Z,1,20589711,2,25,2,3,01/17,2022-01-17T14:23:00Z,26.55,60.25
248,2022-01-17T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-17T14:26:00Z,0,20589746,2,25,2,3,01/17,2022-01-17T14:24:00Z,25.7,62.11
249,2022-01-17T00:00:00Z,T,AJG81,1.1,0.5,1,-1,2022-01-17T14:26:00Z,1,20589718,1,25,2,3,01/17,2022-01-17T14:26:00Z,26.06,58.76
250,2022-01-17T00:00:00Z,T,PSG63,1.1,0.5,-1,-1,2022-01-17T14:28:00Z,1,20589759,2,25,2,3,01/17,2022-01-17T14:27:00Z,26.16,65.28
251,2022-01-17T00:00:00Z,T,JF79,1.1,0.44999999999999996,1,0,2022-01-17T14:30:00Z,0,20589707,1,25,2,3,01/17,2022-01-17T14:26:00Z,26.23,58.45
252,2022-01-17T00:00:00Z,T,CAD82,1.1,0.5,-1,-1,2022-01-17T14:33:00Z,1,20589732,2,25,2,3,01/17,2022-01-17T14:29:00Z,26.08,58.94
253,2022-01-17T00:00:00Z,T,GA84,1.1,0.58,1,0,2022-01-17T14:37:00Z,1,20589755,2,25,2,3,01/17,2022-01-17T14:33:00Z,26.5,61.21
255,2022-01-17T00:00:00Z,T,ELG65,1.1,0.5,2,0,2022-01-17T14:43:00Z,1,20589707,1,25,2,3,01/17,2022-01-17T14:41:00Z,26.35,60.33
256,2022-01-17T00:00:00Z,T,GHF60,1.1,0.58,-1,-1,2022-01-17T14:45:00Z,1,20589718,1,25,2,3,01/17,2022-01-17T14:41:00Z,26.21,60.42
257,2022-01-17T00:00:00Z,T,JH72,1.1,0.5,1,-1,2022-01-17T15:35:00Z,1,20589711,2,25,2,3,01/17,2022-01-17T15:33:00Z,26.3,64.33
258,2022-01-17T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-17T15:38:00Z,1,20589718,1,25,2,3,01/17,2022-01-17T15:36:00Z,26.28,60.42
259,2022-01-17T00:00:00Z,T,LR80,1.1,0.5,2,0,2022-01-17T16:30:00Z,1,20589718,1,25,2,3,01/17,2022-01-17T16:26:00Z,25.82,60.38
260,2022-01-17T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-01-17T16:27:00Z,1,20589744,2,25,2,3,01/17,2022-01-17T16:25:00Z,26.13,63.38
261,2022-01-17T00:00:00Z,T,GA84,1.1,0.58,1,0,2022-01-17T16:27:00Z,0,20589755,2,25,2,3,01/17,2022-01-17T16:23:00Z,26.23,61.96
262,2022-01-17T00:00:00Z,T,JR78,1.1,0.5,-1,-1,2022-01-17T16:28:00Z,1,20589711,2,25,2,3,01/17,2022-01-17T16:28:00Z,26.4,66.99
263,2022-01-17T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-17T16:29:00Z,0,20589746,2,25,2,3,01/17,2022-01-17T16:29:00Z,25.72,67.65
264,2022-01-17T00:00:00Z,T,CSB82,1.1,0.5,2,0,2022-01-17T16:29:00Z,1,20589764,2,25,2,3,01/17,2022-01-17T16:25:00Z,26.55,62.28
265,2022-01-17T00:00:00Z,T,RBJ82,1.1,0.5,2,0,2022-01-17T16:30:00Z,1,20589762,2,25,2,3,01/17,2022-01-17T16:28:00Z,25.87,66.85
267,2022-01-17T00:00:00Z,T,CAD82,1.1,0.5,-1,-1,2022-01-17T16:31:00Z,1,20589732,2,25,2,3,01/17,2022-01-17T16:29:00Z,25.99,65.14
268,2022-01-17T00:00:00Z,T,GHF60,1.1,0.5,-1,-1,2022-01-17T16:35:00Z,1,20589718,1,25,2,3,01/17,2022-01-17T16:31:00Z,25.7,60.57
269,2022-01-17T00:00:00Z,T,JH72,1.1,0.5,2,0,2022-01-17T16:35:00Z,1,20589711,2,25,2,3,01/17,2022-01-17T16:33:00Z,26.3,69.38
270,2022-01-17T00:00:00Z,T,JF79,1.1,0.44999999999999996,-1,1,2022-01-17T16:35:00Z,0,20589707,1,25,2,3,01/17,2022-01-17T16:31:00Z,26.3,61.72
271,2022-01-17T00:00:00Z,T,PSG63,1.58,0.5,-1,-1,2022-01-17T16:38:00Z,1,20589759,2,25,2,3,01/17,2022-01-17T16:37:00Z,26.11,68.97
272,2022-01-17T00:00:00Z,T,MD82,1.1,0.29,-2,-1,2022-01-17T16:51:00Z,1,20589746,2,25,2,3,01/17,2022-01-17T16:49:00Z,25.72,68.04
273,2022-01-17T00:00:00Z,T,AJG81,1.1,0.5,1,0,2022-01-17T17:00:00Z,1,20589718,1,25,2,3,01/17,2022-01-17T16:56:00Z,25.09,64.67
274,2022-01-17T00:00:00Z,T,SO94,1.1,0.5,1,0,2022-01-17T17:21:00Z,1,20589707,1,25,2,3,01/17,2022-01-17T17:21:00Z,25.89,66.06
275,2022-01-17T00:00:00Z,T,AFS63,1.1,0.5,1,0,2022-01-17T17:52:00Z,1,20589755,2,25,2,3,01/17,2022-01-17T17:48:00Z,26.45,66.14
276,2022-01-17T00:00:00Z,T,PMC78,1.1,0.58,2,0,2022-01-17T17:57:00Z,1,20589728,1,25,2,3,01/17,2022-01-17T17:54:00Z,25.79,65.89
277,2022-01-18T00:00:00Z,M,ELG65,1.1,0.5,2,0,2022-01-18T07:26:00Z,0,20589707,1,26,2,4,01/18,2022-01-18T07:26:00Z,26.72,70.92
278,2022-01-18T00:00:00Z,M,RS68,1.1,0.5,1,-1,2022-01-18T08:46:00Z,1,20589711,2,26,2,4,01/18,2022-01-18T08:43:00Z,26.55,68.19
280,2022-01-18T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-01-18T10:23:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T10:21:00Z,26.18,63.57
281,2022-01-18T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-01-18T10:08:00Z,1,20589744,2,26,2,4,01/18,2022-01-18T10:05:00Z,26.28,66.26
282,2022-01-18T00:00:00Z,M,JF79,1.1,0.5,1,0,2022-01-18T10:08:00Z,1,20589707,1,26,2,4,01/18,2022-01-18T10:06:00Z,26.18,62.92
283,2022-01-18T00:00:00Z,M,AD03,1.58,0.5,2,0,2022-01-18T10:10:00Z,0,20589718,1,26,2,4,01/18,2022-01-18T10:06:00Z,26.13,63.13
284,2022-01-18T00:00:00Z,M,GHF60,1.1,0.5,-2,-1,2022-01-18T10:11:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T10:11:00Z,26.13,62.96
285,2022-01-18T00:00:00Z,M,JH72,1.1,0.5,1,-1,2022-01-18T10:12:00Z,1,20589711,2,26,2,4,01/18,2022-01-18T10:08:00Z,26.84,67.29
286,2022-01-18T00:00:00Z,M,SH76,1.1,0.34,2,0,2022-01-18T10:12:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T10:11:00Z,26.13,62.96
287,2022-01-18T00:00:00Z,M,CA01,1.1,0.5,2,0,2022-01-18T10:15:00Z,1,20589707,1,26,2,4,01/18,2022-01-18T10:11:00Z,26.18,62.5
288,2022-01-18T00:00:00Z,M,AFS63,1.1,0.5,1,0,2022-01-18T10:15:00Z,1,20589755,2,26,2,4,01/18,2022-01-18T10:13:00Z,26.48,64.58
289,2022-01-18T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-01-18T10:20:00Z,0,20589746,2,26,2,4,01/18,2022-01-18T10:19:00Z,26.26,66.67
290,2022-01-18T00:00:00Z,M,GA84,1.58,0.44999999999999996,1,0,2022-01-18T10:22:00Z,1,20589755,2,26,2,4,01/18,2022-01-18T10:18:00Z,26.5,64.92
291,2022-01-18T00:00:00Z,M,ELG65,1.1,0.5,2,0,2022-01-18T10:24:00Z,1,20589707,1,26,2,4,01/18,2022-01-18T10:21:00Z,26.28,63.5
292,2022-01-18T00:00:00Z,M,MD82,1.1,0.29,-1,-1,2022-01-18T10:24:00Z,1,20589746,2,26,2,4,01/18,2022-01-18T10:24:00Z,26.3,67.04
293,2022-01-18T00:00:00Z,M,PSG63,1.1,0.5,2,0,2022-01-18T10:45:00Z,1,20589759,2,26,2,4,01/18,2022-01-18T10:42:00Z,26.67,68.14
294,2022-01-18T00:00:00Z,M,RBJ82,1.58,0.5,1,-1,2022-01-18T10:46:00Z,1,20589762,2,26,2,4,01/18,2022-01-18T10:43:00Z,26.4,68.19
296,2022-01-18T00:00:00Z,M,PMC78,1.1,0.58,1,-1,2022-01-18T11:01:00Z,1,20589728,1,26,2,4,01/18,2022-01-18T10:59:00Z,26.77,63.79
297,2022-01-18T00:00:00Z,M,AJG81,1.1,0.5,1,-1,2022-01-18T11:49:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T11:46:00Z,26.43,60.45
298,2022-01-18T00:00:00Z,T,CAD82,1.1,0.5,-1,-1,2022-01-18T14:17:00Z,1,20589732,2,26,2,4,01/18,2022-01-18T14:14:00Z,27.01,57.42
299,2022-01-18T00:00:00Z,T,GHF60,1.1,0.5,-2,-1,2022-01-18T14:18:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T14:16:00Z,26.82,58.96
300,2022-01-18T00:00:00Z,T,RS68,1.1,0.5,1,-1,2022-01-18T14:18:00Z,1,20589711,2,26,2,4,01/18,2022-01-18T14:18:00Z,27.8,60.25
301,2022-01-18T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-18T14:17:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T14:16:00Z,26.82,58.96
302,2022-01-18T00:00:00Z,T,AJG81,1.1,0.5,-1,-1,2022-01-18T14:19:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T14:16:00Z,26.82,58.96
303,2022-01-18T00:00:00Z,T,JF79,1.58,0.5,1,0,2022-01-18T14:19:00Z,0,20589707,1,26,2,4,01/18,2022-01-18T14:16:00Z,27.04,58.23
304,2022-01-18T00:00:00Z,T,SBP62,1.58,0.5,2,0,2022-01-18T14:19:00Z,1,20589744,2,26,2,4,01/18,2022-01-18T14:15:00Z,26.74,63.35
305,2022-01-18T00:00:00Z,T,MK63,1.1,0.5,-1,-1,2022-01-18T14:20:00Z,1,20589746,2,26,2,4,01/18,2022-01-18T14:19:00Z,26.74,61.52
306,2022-01-18T00:00:00Z,T,CSB82,1.1,0.34,1,-1,2022-01-18T14:23:00Z,1,20589764,2,26,2,4,01/18,2022-01-18T14:20:00Z,27.41,59.4
307,2022-01-18T00:00:00Z,T,PSG63,1.1,0.5,-1,-1,2022-01-18T14:25:00Z,1,20589759,2,26,2,4,01/18,2022-01-18T14:22:00Z,26.96,63.21
308,2022-01-18T00:00:00Z,T,PSG63,1.1,0.5,-2,-1,2022-01-18T14:32:00Z,1,20589759,2,26,2,4,01/18,2022-01-18T14:32:00Z,27.01,64.04
309,2022-01-18T00:00:00Z,T,PMC78,1.1,0.58,1,-1,2022-01-18T14:37:00Z,1,20589728,1,26,2,4,01/18,2022-01-18T14:34:00Z,27.09,58.84
310,2022-01-18T00:00:00Z,T,MD82,1.1,0.29,-2,-1,2022-01-18T14:41:00Z,1,20589746,2,26,2,4,01/18,2022-01-18T14:39:00Z,26.82,63.4
311,2022-01-18T00:00:00Z,T,ELG65,1.1,0.5,2,0,2022-01-18T14:44:00Z,1,20589707,1,26,2,4,01/18,2022-01-18T14:41:00Z,27.11,60.69
312,2022-01-18T00:00:00Z,T,SO94,1.1,0.5,1,0,2022-01-18T14:44:00Z,1,20589707,1,26,2,4,01/18,2022-01-18T14:41:00Z,27.11,60.69
313,2022-01-18T00:00:00Z,T,GA84,1.1,0.44999999999999996,1,-1,2022-01-18T14:57:00Z,1,20589755,2,26,2,4,01/18,2022-01-18T14:53:00Z,27.28,63.18
314,2022-01-18T00:00:00Z,T,JH72,1.58,0.5,1,-1,2022-01-18T15:16:00Z,1,20589711,2,26,2,4,01/18,2022-01-18T15:13:00Z,27.92,60.52
315,2022-01-18T00:00:00Z,T,RAB82,1.1,0.5,-1,-1,2022-01-18T15:31:00Z,1,20589711,2,26,2,4,01/18,2022-01-18T15:28:00Z,27.8,55.18
316,2022-01-18T00:00:00Z,T,RBJ82,1.1,0.5,2,0,2022-01-18T15:51:00Z,1,20589762,2,26,2,4,01/18,2022-01-18T15:48:00Z,26.04,62.43
317,2022-01-18T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-01-18T16:40:00Z,1,20589744,2,26,2,4,01/18,2022-01-18T16:40:00Z,26.08,61.38
318,2022-01-18T00:00:00Z,T,SH76,1.58,0.34,1,0,2022-01-18T16:45:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T16:41:00Z,26.43,54.81
320,2022-01-18T00:00:00Z,T,RS68,1.1,0.5,1,-1,2022-01-18T16:51:00Z,1,20589711,2,26,2,4,01/18,2022-01-18T16:48:00Z,26.62,61.35
321,2022-01-18T00:00:00Z,T,AFS63,1.58,0.5,-1,-1,2022-01-18T16:51:00Z,1,20589755,2,26,2,4,01/18,2022-01-18T16:48:00Z,26.18,61.25
322,2022-01-18T00:00:00Z,T,GHF60,1.1,0.5,-2,-1,2022-01-18T16:57:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T16:56:00Z,26.3,56.71
323,2022-01-18T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-18T16:58:00Z,0,20589746,2,26,2,4,01/18,2022-01-18T16:54:00Z,25.84,63.11
324,2022-01-18T00:00:00Z,T,JH72,1.58,0.5,1,0,2022-01-18T17:01:00Z,1,20589711,2,26,2,4,01/18,2022-01-18T16:58:00Z,26.55,64.75
325,2022-01-18T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-18T17:02:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T17:01:00Z,26.28,57.62
326,2022-01-18T00:00:00Z,T,CAD82,1.1,0.5,-1,-1,2022-01-18T17:04:00Z,1,20589732,2,26,2,4,01/18,2022-01-18T17:04:00Z,26.4,64.01
328,2022-01-18T00:00:00Z,T,AJG81,1.1,0.5,-1,-1,2022-01-18T17:27:00Z,1,20589718,1,26,2,4,01/18,2022-01-18T17:26:00Z,26.26,61.21
331,2022-01-19T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-01-19T08:31:00Z,1,20589718,1,27,2,4,01/19,2022-01-19T08:31:00Z,26.35,63.5
332,2022-01-19T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-01-19T08:31:00Z,0,20589744,2,27,2,4,01/19,2022-01-19T08:30:00Z,26.92,69.87
333,2022-01-19T00:00:00Z,M,JF79,1.58,0.5,2,0,2022-01-19T08:31:00Z,1,20589707,1,27,2,4,01/19,2022-01-19T08:31:00Z,26.43,62.04
335,2022-01-19T00:00:00Z,M,CA01,1.1,0.44999999999999996,2,0,2022-01-19T08:33:00Z,1,20589707,1,27,2,4,01/19,2022-01-19T08:31:00Z,26.43,62.04
336,2022-01-19T00:00:00Z,M,ELG65,1.1,0.5,2,0,2022-01-19T08:35:00Z,1,20589707,1,27,2,4,01/19,2022-01-19T08:31:00Z,26.43,62.04
337,2022-01-19T00:00:00Z,M,MK63,1.58,0.5,-1,-1,2022-01-19T08:35:00Z,1,20589746,2,27,2,4,01/19,2022-01-19T08:34:00Z,26.38,64.04
339,2022-01-19T00:00:00Z,M,AD03,1.58,0.5,2,0,2022-01-19T08:45:00Z,1,20589718,1,27,2,4,01/19,2022-01-19T08:41:00Z,26.3,62.5
340,2022-01-19T00:00:00Z,M,AFS63,1.1,0.5,2,0,2022-01-19T08:46:00Z,1,20589755,2,27,2,4,01/19,2022-01-19T08:43:00Z,26.62,63.16
341,2022-01-19T00:00:00Z,M,PSG63,1.1,0.5,2,0,2022-01-19T08:54:00Z,1,20589759,2,27,2,4,01/19,2022-01-19T08:52:00Z,27.09,66.48
342,2022-01-19T00:00:00Z,M,MD82,1.1,0.29,-1,-1,2022-01-19T09:05:00Z,1,20589746,2,27,2,4,01/19,2022-01-19T09:04:00Z,26.35,62.13
343,2022-01-19T00:00:00Z,M,BC83,1.1,0.5,-2,-1,2022-01-19T09:11:00Z,1,20589762,2,27,2,4,01/19,2022-01-19T09:08:00Z,26.5,63.01
344,2022-01-19T00:00:00Z,M,JH72,1.1,0.5,1,-1,2022-01-19T09:14:00Z,1,20589711,2,27,2,4,01/19,2022-01-19T09:13:00Z,27.28,62.28
345,2022-01-19T00:00:00Z,M,SO94,1.1,0.5,1,0,2022-01-19T09:26:00Z,1,20589707,1,27,2,4,01/19,2022-01-19T09:26:00Z,26.04,58.15
346,2022-01-19T00:00:00Z,M,AJG81,1.1,0.5,1,0,2022-01-19T09:35:00Z,1,20589718,1,27,2,4,01/19,2022-01-19T09:31:00Z,26.04,58.33
347,2022-01-19T00:00:00Z,M,GA84,1.1,0.34,1,-1,2022-01-19T10:12:00Z,0,20589755,2,27,2,4,01/19,2022-01-19T10:08:00Z,26.62,58.96
348,2022-01-19T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-01-19T11:04:00Z,1,20589718,1,27,2,4,01/19,2022-01-19T11:01:00Z,26.01,56.96
349,2022-01-19T00:00:00Z,M,CSB82,1.1,0.29,2,0,2022-01-19T11:04:00Z,1,20589764,2,27,2,4,01/19,2022-01-19T11:00:00Z,26.6,56.64
350,2022-01-19T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-01-19T11:05:00Z,1,20589746,2,27,2,4,01/19,2022-01-19T11:04:00Z,26.43,57.45
351,2022-01-19T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-01-19T11:06:00Z,1,20589744,2,27,2,4,01/19,2022-01-19T11:05:00Z,26.92,62.62
352,2022-01-19T00:00:00Z,M,SH76,1.1,0.5,2,0,2022-01-19T11:09:00Z,1,20589718,1,27,2,4,01/19,2022-01-19T11:06:00Z,26.01,57.18
353,2022-01-19T00:00:00Z,M,BC83,1.1,0.5,1,0,2022-01-19T11:10:00Z,1,20589762,2,27,2,4,01/19,2022-01-19T11:08:00Z,26.62,58.86
354,2022-01-19T00:00:00Z,M,GA84,1.1,0.34,1,-1,2022-01-19T11:12:00Z,0,20589755,2,27,2,4,01/19,2022-01-19T11:08:00Z,26.72,58.06
355,2022-01-19T00:00:00Z,M,AJG81,1.1,0.5,1,0,2022-01-19T11:12:00Z,1,20589718,1,27,2,4,01/19,2022-01-19T11:11:00Z,26.01,56.96
356,2022-01-19T00:00:00Z,M,CAD82,1.1,0.5,-1,-1,2022-01-19T11:13:00Z,1,20589732,2,27,2,4,01/19,2022-01-19T11:09:00Z,26.99,57.79
357,2022-01-19T00:00:00Z,M,JF79,1.1,0.8799999999999999,-2,1,2022-01-19T11:16:00Z,0,20589707,1,27,2,4,01/19,2022-01-19T11:16:00Z,26.23,56.05
358,2022-01-19T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-01-19T11:38:00Z,0,20589718,1,27,2,4,01/19,2022-01-19T11:36:00Z,26.06,57.18
359,2022-01-19T00:00:00Z,T,JH72,1.58,0.5,1,-1,2022-01-19T13:53:00Z,0,20589711,2,24,2,4,01/19,2022-01-19T13:53:00Z,26.92,66.11
360,2022-01-19T00:00:00Z,T,MD82,1.1,0.29,-1,-1,2022-01-19T14:55:00Z,1,20589746,2,24,2,4,01/19,2022-01-19T14:54:00Z,25.6,63.92
361,2022-01-19T00:00:00Z,T,RS68,1.1,0.5,1,-1,2022-01-19T15:07:00Z,1,20589711,2,24,2,4,01/19,2022-01-19T15:03:00Z,26.57,64.5
362,2022-01-19T00:00:00Z,T,JH72,1.1,0.5,1,-1,2022-01-19T15:08:00Z,1,20589711,2,24,2,4,01/19,2022-01-19T15:08:00Z,26.45,60.23
363,2022-01-19T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-01-19T15:08:00Z,1,20589744,2,24,2,4,01/19,2022-01-19T15:05:00Z,26.21,65.09
364,2022-01-19T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-19T15:08:00Z,1,20589746,2,24,2,4,01/19,2022-01-19T15:04:00Z,25.62,60.42
365,2022-01-19T00:00:00Z,T,CSB82,1.1,0.29,2,0,2022-01-19T15:08:00Z,1,20589764,2,24,2,4,01/19,2022-01-19T15:05:00Z,25.82,58.5
366,2022-01-19T00:00:00Z,T,GHF60,1.1,0.5,-2,-1,2022-01-19T15:09:00Z,1,20589718,1,24,2,4,01/19,2022-01-19T15:06:00Z,25.48,60.42
367,2022-01-19T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-19T15:08:00Z,1,20589718,1,24,2,4,01/19,2022-01-19T15:06:00Z,25.48,60.42
368,2022-01-19T00:00:00Z,T,CAD82,1.1,0.5,-1,-1,2022-01-19T15:11:00Z,1,20589732,2,24,2,4,01/19,2022-01-19T15:09:00Z,26.04,59.42
369,2022-01-19T00:00:00Z,T,GA84,1.1,0.34,1,0,2022-01-19T15:13:00Z,1,20589755,2,24,2,4,01/19,2022-01-19T15:13:00Z,25.48,60.28
371,2022-01-19T00:00:00Z,T,PSG63,1.1,0.5,2,0,2022-01-19T15:34:00Z,1,20589759,2,24,2,4,01/19,2022-01-19T15:32:00Z,26.45,66.75
372,2022-01-19T00:00:00Z,T,AJG81,1.1,0.5,-1,-1,2022-01-19T15:36:00Z,1,20589718,1,24,2,4,01/19,2022-01-19T15:36:00Z,25.43,59.91
374,2022-01-19T00:00:00Z,T,AFS63,1.1,0.5,1,-1,2022-01-19T16:31:00Z,0,20589755,2,24,2,4,01/19,2022-01-19T16:28:00Z,25.6,62.72
375,2022-01-19T00:00:00Z,T,BC83,1.1,0.5,1,-1,2022-01-19T17:25:00Z,1,20589762,2,24,2,4,01/19,2022-01-19T17:23:00Z,25.65,67.07
376,2022-01-19T00:00:00Z,T,MD82,1.1,0.29,-1,-1,2022-01-19T17:55:00Z,1,20589746,2,24,2,4,01/19,2022-01-19T17:54:00Z,25.33,72.39
380,2022-01-20T00:00:00Z,M,ELG65,1.1,0.5,2,0,2022-01-20T10:03:00Z,1,20589707,1,23,2,5,01/20,2022-01-20T10:01:00Z,25.02,54.2
381,2022-01-20T00:00:00Z,M,GHF60,1.1,0.5,-2,-1,2022-01-20T10:35:00Z,1,20589718,1,23,2,5,01/20,2022-01-20T10:31:00Z,24.19,59.33
382,2022-01-20T00:00:00Z,M,LR80,1.1,0.5,2,0,2022-01-20T10:35:00Z,0,20589718,1,23,2,5,01/20,2022-01-20T10:31:00Z,24.19,59.33
383,2022-01-20T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-01-20T10:42:00Z,0,20589746,2,23,2,5,01/20,2022-01-20T10:39:00Z,24.68,61.16
384,2022-01-20T00:00:00Z,M,SH76,1.1,0.29,1,0,2022-01-20T10:43:00Z,0,20589718,1,23,2,5,01/20,2022-01-20T10:41:00Z,24.41,58.08
385,2022-01-20T00:00:00Z,M,RS68,1.1,0.5,2,0,2022-01-20T10:43:00Z,0,20589711,2,23,2,5,01/20,2022-01-20T10:43:00Z,25.31,62.33
386,2022-01-20T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-01-20T10:45:00Z,0,20589718,1,23,2,5,01/20,2022-01-20T10:41:00Z,24.41,58.08
387,2022-01-20T00:00:00Z,M,MD82,1.1,0.29,1,-1,2022-01-20T10:46:00Z,1,20589746,2,23,2,5,01/20,2022-01-20T10:44:00Z,24.8,60.13
388,2022-01-20T00:00:00Z,M,GR95,1.1,0.5,2,0,2022-01-20T10:49:00Z,0,20589746,2,23,2,5,01/20,2022-01-20T10:49:00Z,24.85,57.86
389,2022-01-20T00:00:00Z,M,CAD82,1.1,0.5,-1,-1,2022-01-20T10:54:00Z,1,20589732,2,23,2,5,01/20,2022-01-20T10:54:00Z,25.55,59.91
390,2022-01-20T00:00:00Z,M,JF79,1.1,0.8799999999999999,-1,1,2022-01-20T11:00:00Z,0,20589707,1,23,2,5,01/20,2022-01-20T10:56:00Z,25.09,55.3
391,2022-01-20T00:00:00Z,M,BC83,1.1,0.5,1,0,2022-01-20T11:08:00Z,1,20589762,2,23,2,5,01/20,2022-01-20T11:08:00Z,24.9,60.18
392,2022-01-20T00:00:00Z,M,PMC78,1.1,0.58,1,0,2022-01-20T11:19:00Z,1,20589728,1,23,2,5,01/20,2022-01-20T11:19:00Z,25.43,57.74
393,2022-01-20T00:00:00Z,M,JH72,1.1,0.5,2,0,2022-01-20T11:20:00Z,1,20589711,2,23,2,5,01/20,2022-01-20T11:18:00Z,25.38,56.15
394,2022-01-20T00:00:00Z,M,PSG63,1.1,0.5,1,-1,2022-01-20T11:25:00Z,1,20589759,2,23,2,5,01/20,2022-01-20T11:22:00Z,25.65,55.88
395,2022-01-20T00:00:00Z,M,CA01,1.1,0.5,2,0,2022-01-20T11:40:00Z,1,20589707,1,23,2,5,01/20,2022-01-20T11:36:00Z,25.23,54.66
396,2022-01-20T00:00:00Z,T,ELG65,1.1,0.5,2,0,2022-01-20T14:15:00Z,1,20589707,1,23,2,5,01/20,2022-01-20T14:11:00Z,25.09,57.42
397,2022-01-20T00:00:00Z,T,GA84,1.1,0.5,1,0,2022-01-20T14:16:00Z,1,20589755,2,23,2,5,01/20,2022-01-20T14:13:00Z,24.65,58.2
398,2022-01-20T00:00:00Z,T,JF79,1.1,0.5,1,0,2022-01-20T14:17:00Z,1,20589707,1,23,2,5,01/20,2022-01-20T14:16:00Z,25.09,56.93
399,2022-01-20T00:00:00Z,T,CSB82,1.1,0.29,1,0,2022-01-20T14:19:00Z,1,20589764,2,23,2,5,01/20,2022-01-20T14:15:00Z,24.85,58.03
400,2022-01-20T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-20T14:18:00Z,1,20589718,1,23,2,5,01/20,2022-01-20T14:16:00Z,24.58,60.25
401,2022-01-20T00:00:00Z,T,SH76,1.1,0.29,1,0,2022-01-20T14:20:00Z,1,20589718,1,23,2,5,01/20,2022-01-20T14:16:00Z,24.58,60.25
402,2022-01-20T00:00:00Z,T,MD82,1.1,0.29,-1,-1,2022-01-20T14:20:00Z,1,20589746,2,23,2,5,01/20,2022-01-20T14:19:00Z,24.53,61.89
403,2022-01-20T00:00:00Z,T,BC83,1.58,0.5,-1,-1,2022-01-20T14:21:00Z,0,20589762,2,23,2,5,01/20,2022-01-20T14:18:00Z,24.56,61.23
404,2022-01-20T00:00:00Z,T,RS68,1.1,0.5,1,0,2022-01-20T14:23:00Z,0,20589711,2,23,2,5,01/20,2022-01-20T14:23:00Z,25.04,63.16
405,2022-01-20T00:00:00Z,T,MK63,1.1,0.5,-1,-1,2022-01-20T14:30:00Z,1,20589746,2,23,2,5,01/20,2022-01-20T14:29:00Z,24.65,60.86
406,2022-01-20T00:00:00Z,T,AJG81,1.1,0.5,-1,-1,2022-01-20T14:31:00Z,1,20589718,1,23,2,5,01/20,2022-01-20T14:31:00Z,24.75,58.84
407,2022-01-20T00:00:00Z,T,JH72,1.1,0.5,-1,-1,2022-01-20T14:39:00Z,0,20589711,2,23,2,5,01/20,2022-01-20T14:38:00Z,25.26,60.64
