num,day,period,code,met,clo,COMFORT,PREFERENCE,day_time.x,status_fan,sensor,FC,setpoint,week,d2,day_factor,day_time.y,Tar,RH
408,2022-01-20T00:00:00Z,T,PMC78,1.1,0.58,1,-1,2022-01-20T14:53:00Z,0,20589728,1,23,2,5,01/20,2022-01-20T14:49:00Z,25.45,58.94
409,2022-01-20T00:00:00Z,T,CAD82,1.1,0.5,-1,-1,2022-01-20T15:08:00Z,1,20589732,2,23,2,5,01/20,2022-01-20T15:04:00Z,25.53,59.52
410,2022-01-20T00:00:00Z,T,CSB82,1.1,0.29,1,0,2022-01-20T16:29:00Z,0,20589764,2,23,2,5,01/20,2022-01-20T16:25:00Z,24.68,58.59
411,2022-01-20T00:00:00Z,T,BC83,1.1,0.5,1,0,2022-01-20T16:29:00Z,1,20589762,2,23,2,5,01/20,2022-01-20T16:28:00Z,24.46,60.4
412,2022-01-20T00:00:00Z,T,JF79,1.1,0.58,1,0,2022-01-20T16:30:00Z,0,20589707,1,23,2,5,01/20,2022-01-20T16:26:00Z,25.04,57.42
413,2022-01-20T00:00:00Z,T,RS68,1.1,0.5,2,0,2022-01-20T16:36:00Z,0,20589711,2,23,2,5,01/20,2022-01-20T16:33:00Z,25.11,63.79
414,2022-01-20T00:00:00Z,T,GA84,1.1,0.5,1,0,2022-01-20T16:38:00Z,0,20589755,2,23,2,5,01/20,2022-01-20T16:38:00Z,24.58,65.62
415,2022-01-20T00:00:00Z,T,MD82,1.1,0.29,1,0,2022-01-20T16:39:00Z,1,20589746,2,23,2,5,01/20,2022-01-20T16:39:00Z,24.48,65.33
416,2022-01-20T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-20T16:40:00Z,0,20589746,2,23,2,5,01/20,2022-01-20T16:39:00Z,24.48,65.33
417,2022-01-20T00:00:00Z,T,GHF60,1.1,0.5,-2,-1,2022-01-20T16:40:00Z,1,20589718,1,23,2,5,01/20,2022-01-20T16:36:00Z,24.87,57.25
418,2022-01-20T00:00:00Z,T,SH76,1.58,0.29,1,0,2022-01-20T16:54:00Z,0,20589718,1,23,2,5,01/20,2022-01-20T16:51:00Z,24.85,57.89
419,2022-01-20T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-20T16:54:00Z,1,20589718,1,23,2,5,01/20,2022-01-20T16:51:00Z,24.85,57.89
420,2022-01-20T00:00:00Z,T,CAD82,1.1,0.5,-1,0,2022-01-20T17:11:00Z,1,20589732,2,23,2,5,01/20,2022-01-20T17:09:00Z,25.14,61.65
421,2022-01-20T00:00:00Z,T,JH72,1.1,0.5,2,0,2022-01-20T17:25:00Z,1,20589711,2,23,2,5,01/20,2022-01-20T17:23:00Z,24.9,68.24
422,2022-01-20T00:00:00Z,T,AJG81,1.1,0.5,1,0,2022-01-20T17:27:00Z,1,20589718,1,23,2,5,01/20,2022-01-20T17:26:00Z,25.04,60.6
423,2022-01-21T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-01-21T09:43:00Z,1,20589746,2,23,2,5,01/21,2022-01-21T09:39:00Z,24.34,65.84
424,2022-01-21T00:00:00Z,M,CSB82,1.1,0.29,1,0,2022-01-21T09:44:00Z,1,20589764,2,23,2,5,01/21,2022-01-21T09:40:00Z,24.94,61.23
425,2022-01-21T00:00:00Z,M,JF79,1.1,0.34,1,0,2022-01-21T09:45:00Z,0,20589707,1,23,2,5,01/21,2022-01-21T09:41:00Z,25.26,56.23
426,2022-01-21T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-01-21T09:46:00Z,0,20589718,1,23,2,5,01/21,2022-01-21T09:46:00Z,24.94,57.35
427,2022-01-21T00:00:00Z,M,MD82,1.1,0.29,1,-1,2022-01-21T09:46:00Z,1,20589746,2,23,2,5,01/21,2022-01-21T09:44:00Z,24.39,65.04
428,2022-01-21T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-01-21T09:47:00Z,1,20589744,2,23,2,5,01/21,2022-01-21T09:45:00Z,24.77,69.34
429,2022-01-21T00:00:00Z,M,GR95,1.1,0.5,1,-1,2022-01-21T09:48:00Z,1,20589746,2,23,2,5,01/21,2022-01-21T09:44:00Z,24.39,65.04
430,2022-01-21T00:00:00Z,M,PSG63,1.58,0.5,2,0,2022-01-21T09:50:00Z,1,20589759,2,23,2,5,01/21,2022-01-21T09:47:00Z,25.04,65.43
431,2022-01-21T00:00:00Z,M,LR80,1.1,0.5,2,0,2022-01-21T09:52:00Z,1,20589718,1,23,2,5,01/21,2022-01-21T09:51:00Z,24.94,57.4
432,2022-01-21T00:00:00Z,M,RS68,1.1,0.5,1,0,2022-01-21T09:59:00Z,1,20589711,2,23,2,5,01/21,2022-01-21T09:58:00Z,24.82,65.09
433,2022-01-21T00:00:00Z,M,BC83,1.1,0.5,-1,-1,2022-01-21T10:03:00Z,1,20589762,2,23,2,5,01/21,2022-01-21T10:03:00Z,24.51,61.47
434,2022-01-21T00:00:00Z,M,SH76,1.1,0.29,2,0,2022-01-21T10:05:00Z,0,20589718,1,23,2,5,01/21,2022-01-21T10:01:00Z,25.02,56.93
435,2022-01-21T00:00:00Z,M,AJG81,1.1,0.5,1,0,2022-01-21T10:18:00Z,1,20589718,1,23,2,5,01/21,2022-01-21T10:16:00Z,25.02,56.57
436,2022-01-21T00:00:00Z,M,GA84,1.1,0.44999999999999996,1,0,2022-01-21T10:20:00Z,0,20589755,2,23,2,5,01/21,2022-01-21T10:18:00Z,24.51,64.45
437,2022-01-21T00:00:00Z,M,ELG65,1.1,0.5,2,0,2022-01-21T10:25:00Z,1,20589707,1,23,2,5,01/21,2022-01-21T10:21:00Z,25.16,55.54
438,2022-01-21T00:00:00Z,M,GHF60,1.1,0.5,-2,-1,2022-01-21T10:27:00Z,1,20589718,1,23,2,5,01/21,2022-01-21T10:26:00Z,25.04,56.47
439,2022-01-21T00:00:00Z,T,CSB82,1.1,0.29,1,-1,2022-01-21T14:26:00Z,0,20589764,2,23,2,5,01/21,2022-01-21T14:25:00Z,24.73,56.93
440,2022-01-21T00:00:00Z,T,MK63,1.58,0.5,1,-1,2022-01-21T14:26:00Z,0,20589746,2,23,2,5,01/21,2022-01-21T14:24:00Z,24.29,59.18
441,2022-01-21T00:00:00Z,T,CAD82,1.1,0.5,-1,-1,2022-01-21T14:27:00Z,1,20589732,2,23,2,5,01/21,2022-01-21T14:24:00Z,25.04,60.01
442,2022-01-21T00:00:00Z,T,RS68,1.1,0.5,1,0,2022-01-21T14:27:00Z,1,20589711,2,23,2,5,01/21,2022-01-21T14:23:00Z,24.65,61.13
443,2022-01-21T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-21T14:27:00Z,1,20589718,1,23,2,5,01/21,2022-01-21T14:26:00Z,24.9,55.32
444,2022-01-21T00:00:00Z,T,GHF60,1.1,0.5,-2,-1,2022-01-21T14:27:00Z,1,20589718,1,23,2,5,01/21,2022-01-21T14:26:00Z,24.9,55.32
445,2022-01-21T00:00:00Z,T,SH76,1.1,0.29,1,-1,2022-01-21T14:28:00Z,0,20589718,1,23,2,5,01/21,2022-01-21T14:26:00Z,24.9,55.32
446,2022-01-21T00:00:00Z,T,JF79,1.1,0.34,1,0,2022-01-21T14:33:00Z,1,20589707,1,23,2,5,01/21,2022-01-21T14:31:00Z,24.8,55.13
447,2022-01-21T00:00:00Z,T,PSG63,1.58,0.5,1,-1,2022-01-21T14:33:00Z,1,20589759,2,23,2,5,01/21,2022-01-21T14:32:00Z,25.06,58.89
448,2022-01-21T00:00:00Z,T,GA84,1.1,0.44999999999999996,2,0,2022-01-21T14:44:00Z,0,20589755,2,23,2,5,01/21,2022-01-21T14:43:00Z,24.68,55.93
449,2022-01-21T00:00:00Z,T,MD82,1.1,0.29,-1,-1,2022-01-21T15:12:00Z,1,20589746,2,23,2,5,01/21,2022-01-21T15:09:00Z,24.36,58.2
450,2022-01-21T00:00:00Z,T,PMC78,1.1,0.58,1,-1,2022-01-21T15:28:00Z,1,20589728,1,23,2,5,01/21,2022-01-21T15:24:00Z,26.13,53.66
451,2022-01-21T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-01-21T15:45:00Z,1,20589744,2,23,2,5,01/21,2022-01-21T15:45:00Z,24.92,61.94
452,2022-01-24T00:00:00Z,M,ELG65,1.1,0.5,2,-1,2022-01-24T08:35:00Z,1,20589707,1,23,3,6,01/24,2022-01-24T08:31:00Z,26.52,63.09
453,2022-01-24T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-01-24T08:49:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T08:46:00Z,25.48,59.77
454,2022-01-24T00:00:00Z,M,GHF60,1.1,0.5,-2,-1,2022-01-24T08:45:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T08:41:00Z,25.57,60.91
455,2022-01-24T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-01-24T08:48:00Z,1,20589744,2,23,3,6,01/24,2022-01-24T08:45:00Z,25.19,71.46
456,2022-01-24T00:00:00Z,M,MD82,1.1,0.29,-2,-1,2022-01-24T08:50:00Z,1,20589746,2,23,3,6,01/24,2022-01-24T08:49:00Z,24.85,71.63
457,2022-01-24T00:00:00Z,M,GA84,1.58,0.44999999999999996,1,-1,2022-01-24T08:50:00Z,0,20589755,2,23,3,6,01/24,2022-01-24T08:48:00Z,24.99,72.46
458,2022-01-24T00:00:00Z,M,MK63,1.1,0.5,1,-1,2022-01-24T08:51:00Z,0,20589746,2,23,3,6,01/24,2022-01-24T08:49:00Z,24.85,71.63
460,2022-01-24T00:00:00Z,M,CSB82,1.58,0.44999999999999996,-1,-1,2022-01-24T09:02:00Z,0,20589764,2,23,3,6,01/24,2022-01-24T09:00:00Z,25.84,63.21
461,2022-01-24T00:00:00Z,M,JH72,1.1,0.5,1,-1,2022-01-24T09:04:00Z,1,20589711,2,23,3,6,01/24,2022-01-24T09:03:00Z,25.02,71.12
462,2022-01-24T00:00:00Z,M,GR95,1.1,0.5,-1,-1,2022-01-24T09:07:00Z,1,20589746,2,23,3,6,01/24,2022-01-24T09:04:00Z,25.06,67.02
464,2022-01-24T00:00:00Z,M,ELG65,1.1,0.5,2,0,2022-01-24T09:10:00Z,1,20589707,1,23,3,6,01/24,2022-01-24T09:06:00Z,25.94,56.79
465,2022-01-24T00:00:00Z,M,CA01,1.1,0.5,2,0,2022-01-24T09:12:00Z,1,20589707,1,23,3,6,01/24,2022-01-24T09:11:00Z,25.84,56.74
466,2022-01-24T00:00:00Z,M,AXO82,1.1,0.34,2,0,2022-01-24T09:18:00Z,0,20589746,2,23,3,6,01/24,2022-01-24T09:14:00Z,24.82,63.26
467,2022-01-24T00:00:00Z,M,BC83,1.1,0.5,1,0,2022-01-24T10:00:00Z,0,20589762,2,23,3,6,01/24,2022-01-24T09:58:00Z,24.6,63.62
468,2022-01-24T00:00:00Z,M,JR78,1.1,0.5,-1,-1,2022-01-24T10:02:00Z,0,20589711,2,23,3,6,01/24,2022-01-24T09:58:00Z,24.94,65.48
469,2022-01-24T00:00:00Z,M,PMC78,1.1,0.58,1,-1,2022-01-24T11:12:00Z,1,20589728,1,23,3,6,01/24,2022-01-24T11:09:00Z,24.75,48.1
470,2022-01-24T00:00:00Z,M,GHF60,1.1,0.5,1,0,2022-01-24T11:24:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T11:21:00Z,24.41,55.66
471,2022-01-24T00:00:00Z,M,CSB82,1.1,0.44999999999999996,1,0,2022-01-24T11:24:00Z,0,20589764,2,23,3,6,01/24,2022-01-24T11:20:00Z,25.31,55.81
472,2022-01-24T00:00:00Z,M,SBP62,1.1,0.5,2,0,2022-01-24T11:24:00Z,1,20589744,2,23,3,6,01/24,2022-01-24T11:20:00Z,25.09,63.35
473,2022-01-24T00:00:00Z,M,LR80,1.1,0.5,2,0,2022-01-24T11:25:00Z,0,20589718,1,23,3,6,01/24,2022-01-24T11:21:00Z,24.41,55.66
474,2022-01-24T00:00:00Z,M,AD03,1.1,0.5,2,0,2022-01-24T11:27:00Z,0,20589718,1,23,3,6,01/24,2022-01-24T11:26:00Z,24.46,58.5
475,2022-01-24T00:00:00Z,M,PMC78,1.1,0.58,-1,-1,2022-01-24T11:30:00Z,1,20589728,1,23,3,6,01/24,2022-01-24T11:29:00Z,24.41,60.94
476,2022-01-24T00:00:00Z,M,JF79,1.1,0.58,-1,1,2022-01-24T11:32:00Z,0,20589707,1,23,3,6,01/24,2022-01-24T11:31:00Z,25.19,55.74
477,2022-01-24T00:00:00Z,M,CA01,1.1,0.5,2,0,2022-01-24T11:33:00Z,0,20589707,1,23,3,6,01/24,2022-01-24T11:31:00Z,25.19,55.74
479,2022-01-24T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-01-24T11:36:00Z,1,20589746,2,23,3,6,01/24,2022-01-24T11:34:00Z,25.02,56.98
480,2022-01-24T00:00:00Z,M,JR78,1.1,0.5,1,-1,2022-01-24T11:49:00Z,1,20589711,2,23,3,6,01/24,2022-01-24T11:48:00Z,25.53,56.91
481,2022-01-24T00:00:00Z,M,BC83,1.1,0.5,1,-1,2022-01-24T11:49:00Z,0,20589762,2,23,3,6,01/24,2022-01-24T11:48:00Z,24.82,56.37
482,2022-01-24T00:00:00Z,M,GA84,1.1,0.44999999999999996,1,0,2022-01-24T11:55:00Z,0,20589755,2,23,3,6,01/24,2022-01-24T11:53:00Z,24.94,54.1
484,2022-01-24T00:00:00Z,M,AJG81,1.1,0.5,1,0,2022-01-24T11:59:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T11:56:00Z,24.82,55.79
485,2022-01-24T00:00:00Z,M,GR95,1.1,0.5,1,-1,2022-01-24T12:00:00Z,1,20589746,2,23,3,6,01/24,2022-01-24T11:59:00Z,24.56,59.67
486,2022-01-24T00:00:00Z,M,ELG65,1.1,0.5,1,-1,2022-01-24T12:25:00Z,1,20589707,1,23,3,6,01/24,2022-01-24T12:21:00Z,25.28,52.86
487,2022-01-24T00:00:00Z,T,RS68,1.1,0.5,1,0,2022-01-24T12:56:00Z,0,20589711,2,23,3,6,01/24,2022-01-24T12:53:00Z,25.19,58.74
489,2022-01-24T00:00:00Z,T,PSG63,1.1,0.5,2,0,2022-01-24T13:40:00Z,1,20589759,2,23,3,6,01/24,2022-01-24T13:37:00Z,25.11,58.18
490,2022-01-24T00:00:00Z,T,SO94,1.1,0.5,1,0,2022-01-24T14:31:00Z,1,20589707,1,23,3,6,01/24,2022-01-24T14:31:00Z,25.28,52.59
491,2022-01-24T00:00:00Z,T,RS68,1.58,0.5,1,-1,2022-01-24T15:10:00Z,1,20589711,2,23,3,6,01/24,2022-01-24T15:08:00Z,25.6,57.79
492,2022-01-24T00:00:00Z,T,JR78,1.1,0.5,-1,-1,2022-01-24T15:10:00Z,1,20589711,2,23,3,6,01/24,2022-01-24T15:08:00Z,25.6,57.79
493,2022-01-24T00:00:00Z,T,SH76,1.1,0.29,2,0,2022-01-24T15:11:00Z,0,20589718,1,23,3,6,01/24,2022-01-24T15:11:00Z,24.58,56.88
494,2022-01-24T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-24T15:11:00Z,0,20589746,2,23,3,6,01/24,2022-01-24T15:09:00Z,24.85,55.2
495,2022-01-24T00:00:00Z,T,CSB82,1.1,0.44999999999999996,1,0,2022-01-24T15:12:00Z,0,20589764,2,23,3,6,01/24,2022-01-24T15:10:00Z,25.26,54.22
496,2022-01-24T00:00:00Z,T,GHF60,1.1,0.5,1,0,2022-01-24T15:12:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T15:11:00Z,24.58,56.88
497,2022-01-24T00:00:00Z,T,GA84,1.1,0.44999999999999996,2,0,2022-01-24T15:13:00Z,0,20589755,2,23,3,6,01/24,2022-01-24T15:13:00Z,25.19,56.05
498,2022-01-24T00:00:00Z,T,SBP62,1.1,0.5,2,0,2022-01-24T15:13:00Z,1,20589744,2,23,3,6,01/24,2022-01-24T15:10:00Z,25.45,59.06
499,2022-01-24T00:00:00Z,T,JH72,1.1,0.5,2,0,2022-01-24T15:15:00Z,1,20589711,2,23,3,6,01/24,2022-01-24T15:13:00Z,25.7,57.25
500,2022-01-24T00:00:00Z,T,JH72,1.1,0.5,2,0,2022-01-24T15:16:00Z,1,20589711,2,23,3,6,01/24,2022-01-24T15:13:00Z,25.7,57.25
502,2022-01-24T00:00:00Z,T,MCL82,1.1,0.5,2,-1,2022-01-24T15:16:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T15:16:00Z,24.58,56.54
504,2022-01-24T00:00:00Z,T,PMC78,1.1,0.58,1,-1,2022-01-24T15:17:00Z,0,20589728,1,23,3,6,01/24,2022-01-24T15:14:00Z,25.19,58.15
505,2022-01-24T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-24T15:14:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T15:11:00Z,24.58,56.88
506,2022-01-24T00:00:00Z,T,BC83,1.1,0.5,1,0,2022-01-24T15:18:00Z,1,20589762,2,23,3,6,01/24,2022-01-24T15:18:00Z,24.82,55.37
507,2022-01-24T00:00:00Z,T,PSG63,1.1,0.5,2,0,2022-01-24T15:25:00Z,1,20589759,2,23,3,6,01/24,2022-01-24T15:22:00Z,25.38,55.74
508,2022-01-24T00:00:00Z,T,JF79,1.58,0.58,1,0,2022-01-24T16:23:00Z,0,20589707,1,23,3,6,01/24,2022-01-24T16:21:00Z,24.94,54.49
509,2022-01-24T00:00:00Z,T,MCL82,1.1,0.5,2,0,2022-01-24T17:15:00Z,1,20589718,1,23,3,6,01/24,2022-01-24T17:11:00Z,25.38,61.21
510,2022-01-25T00:00:00Z,M,SBP62,1.1,0.5,1,0,2022-01-25T09:43:00Z,1,20589744,2,23,3,6,01/25,2022-01-25T09:40:00Z,25.04,65.58
511,2022-01-25T00:00:00Z,M,GHF60,1.1,0.5,1,0,2022-01-25T09:43:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T09:41:00Z,24.77,57.03
512,2022-01-25T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-01-25T09:43:00Z,0,20589746,2,23,3,6,01/25,2022-01-25T09:39:00Z,24.46,61.28
513,2022-01-25T00:00:00Z,M,GR95,1.1,0.5,1,-1,2022-01-25T09:44:00Z,1,20589746,2,23,3,6,01/25,2022-01-25T09:44:00Z,24.56,60.52
514,2022-01-25T00:00:00Z,M,CA01,1.1,0.44999999999999996,2,0,2022-01-25T09:47:00Z,0,20589707,1,23,3,6,01/25,2022-01-25T09:46:00Z,24.92,55.86
515,2022-01-25T00:00:00Z,M,SH76,1.1,0.29,2,0,2022-01-25T09:47:00Z,0,20589718,1,23,3,6,01/25,2022-01-25T09:46:00Z,24.8,56.71
516,2022-01-25T00:00:00Z,M,RS68,1.1,0.5,1,0,2022-01-25T09:47:00Z,0,20589711,2,23,3,6,01/25,2022-01-25T09:43:00Z,24.77,63.96
517,2022-01-25T00:00:00Z,M,CSB82,1.1,0.44999999999999996,1,0,2022-01-25T09:49:00Z,0,20589764,2,23,3,6,01/25,2022-01-25T09:45:00Z,25.06,57.35
518,2022-01-25T00:00:00Z,M,DBN73,1.1,0.34,1,0,2022-01-25T09:52:00Z,1,20589746,2,23,3,6,01/25,2022-01-25T09:49:00Z,24.53,58.57
520,2022-01-25T00:00:00Z,M,JF79,1.1,0.34,1,0,2022-01-25T09:56:00Z,0,20589707,1,23,3,6,01/25,2022-01-25T09:56:00Z,24.94,55.44
521,2022-01-25T00:00:00Z,M,LR80,1.1,0.5,1,-1,2022-01-25T09:56:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T09:56:00Z,24.82,56.47
522,2022-01-25T00:00:00Z,M,MD82,1.1,0.44999999999999996,1,0,2022-01-25T09:58:00Z,1,20589746,2,23,3,6,01/25,2022-01-25T09:54:00Z,24.41,60.74
523,2022-01-25T00:00:00Z,M,PSG63,1.1,0.5,2,0,2022-01-25T09:58:00Z,1,20589759,2,23,3,6,01/25,2022-01-25T09:57:00Z,24.97,61.3
526,2022-01-25T00:00:00Z,M,JR78,1.1,0.5,1,0,2022-01-25T11:01:00Z,0,20589711,2,23,3,6,01/25,2022-01-25T10:58:00Z,24.63,59.62
527,2022-01-25T00:00:00Z,M,AJG81,1.1,0.5,1,0,2022-01-25T11:07:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T11:06:00Z,25.11,54.52
528,2022-01-25T00:00:00Z,M,FL82,1.1,0.5,1,0,2022-01-25T11:41:00Z,1,20589732,2,23,3,6,01/25,2022-01-25T11:39:00Z,24.8,59.11
529,2022-01-25T00:00:00Z,M,MD82,1.1,0.44999999999999996,-1,-1,2022-01-25T11:46:00Z,1,20589746,2,23,3,6,01/25,2022-01-25T11:44:00Z,24.46,57.47
530,2022-01-25T00:00:00Z,M,BC83,1.1,0.5,1,0,2022-01-25T12:01:00Z,1,20589762,2,23,3,6,01/25,2022-01-25T11:58:00Z,24.34,58.57
532,2022-01-25T00:00:00Z,T,DBN73,1.1,0.34,1,0,2022-01-25T14:24:00Z,1,20589746,2,23,3,6,01/25,2022-01-25T14:24:00Z,24.15,60.23
533,2022-01-25T00:00:00Z,T,CSB82,1.1,0.44999999999999996,1,0,2022-01-25T14:25:00Z,0,20589764,2,23,3,6,01/25,2022-01-25T14:25:00Z,24.65,58.76
534,2022-01-25T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-25T14:24:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T14:21:00Z,25.06,57.1
535,2022-01-25T00:00:00Z,T,SH76,1.1,0.29,1,-1,2022-01-25T14:26:00Z,0,20589718,1,23,3,6,01/25,2022-01-25T14:26:00Z,25.09,57.76
536,2022-01-25T00:00:00Z,T,GA84,1.1,0.44999999999999996,2,0,2022-01-25T14:26:00Z,0,20589755,2,23,3,6,01/25,2022-01-25T14:23:00Z,24.27,60.94
537,2022-01-25T00:00:00Z,T,SBP62,1.1,0.5,1,0,2022-01-25T14:27:00Z,1,20589744,2,23,3,6,01/25,2022-01-25T14:25:00Z,24.9,61.16
538,2022-01-25T00:00:00Z,T,RS68,1.1,0.5,1,0,2022-01-25T14:28:00Z,0,20589711,2,23,3,6,01/25,2022-01-25T14:28:00Z,24.58,61.65
539,2022-01-25T00:00:00Z,T,MD82,1.1,0.44999999999999996,-1,-1,2022-01-25T14:30:00Z,1,20589746,2,23,3,6,01/25,2022-01-25T14:29:00Z,24.27,59.99
540,2022-01-25T00:00:00Z,T,GHF60,1.1,0.5,1,0,2022-01-25T14:31:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T14:31:00Z,25.16,57.98
541,2022-01-25T00:00:00Z,T,BC83,1.1,0.5,1,0,2022-01-25T14:32:00Z,1,20589762,2,23,3,6,01/25,2022-01-25T14:28:00Z,24.15,60.84
542,2022-01-25T00:00:00Z,T,AJG81,1.1,0.5,1,-1,2022-01-25T14:32:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T14:31:00Z,25.16,57.98
543,2022-01-25T00:00:00Z,T,AFS63,1.58,0.5,1,0,2022-01-25T14:35:00Z,1,20589755,2,23,3,6,01/25,2022-01-25T14:33:00Z,24.46,60.89
545,2022-01-25T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-25T14:38:00Z,0,20589746,2,23,3,6,01/25,2022-01-25T14:34:00Z,24.36,60.18
546,2022-01-25T00:00:00Z,T,JR78,1.1,0.5,1,-1,2022-01-25T14:48:00Z,0,20589711,2,23,3,6,01/25,2022-01-25T14:48:00Z,24.82,60.13
547,2022-01-25T00:00:00Z,T,FL82,1.1,0.5,1,0,2022-01-25T15:01:00Z,1,20589732,2,23,3,6,01/25,2022-01-25T14:59:00Z,24.75,62.84
548,2022-01-25T00:00:00Z,T,JF79,1.1,0.58,1,0,2022-01-25T15:04:00Z,1,20589707,1,23,3,6,01/25,2022-01-25T15:01:00Z,25.04,58.59
549,2022-01-25T00:00:00Z,T,PSG63,1.1,0.5,2,0,2022-01-25T15:07:00Z,1,20589759,2,23,3,6,01/25,2022-01-25T15:07:00Z,24.85,61.74
550,2022-01-25T00:00:00Z,T,JH72,1.1,0.5,1,-1,2022-01-25T15:11:00Z,1,20589711,2,23,3,6,01/25,2022-01-25T15:08:00Z,24.63,63.6
551,2022-01-25T00:00:00Z,T,SBP62,1.1,0.5,1,0,2022-01-25T16:29:00Z,1,20589744,2,23,3,6,01/25,2022-01-25T16:25:00Z,24.92,62.79
552,2022-01-25T00:00:00Z,T,MK63,1.1,0.5,1,0,2022-01-25T16:29:00Z,0,20589746,2,23,3,6,01/25,2022-01-25T16:29:00Z,24.39,58.11
553,2022-01-25T00:00:00Z,T,SH76,1.58,0.29,1,-1,2022-01-25T16:30:00Z,0,20589718,1,23,3,6,01/25,2022-01-25T16:26:00Z,24.9,55.62
554,2022-01-25T00:00:00Z,T,JH72,1.1,0.5,1,-1,2022-01-25T16:31:00Z,1,20589711,2,23,3,6,01/25,2022-01-25T16:28:00Z,24.65,61.69
555,2022-01-25T00:00:00Z,T,DBN73,1.58,0.34,1,0,2022-01-25T16:32:00Z,1,20589746,2,23,3,6,01/25,2022-01-25T16:29:00Z,24.39,58.11
556,2022-01-25T00:00:00Z,T,CSB82,1.1,0.44999999999999996,1,0,2022-01-25T16:33:00Z,0,20589764,2,23,3,6,01/25,2022-01-25T16:30:00Z,24.68,57.08
557,2022-01-25T00:00:00Z,T,LR80,1.1,0.5,1,-1,2022-01-25T16:38:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T16:36:00Z,24.82,55.62
558,2022-01-25T00:00:00Z,T,AJG81,1.1,0.5,1,-1,2022-01-25T16:40:00Z,1,20589718,1,23,3,6,01/25,2022-01-25T16:36:00Z,24.82,55.62
560,2022-01-25T00:00:00Z,T,FL82,1.1,0.5,1,0,2022-01-25T16:42:00Z,1,20589732,2,23,3,6,01/25,2022-01-25T16:39:00Z,25.04,58.47
561,2022-01-25T00:00:00Z,T,BC83,1.1,0.5,-1,-1,2022-01-25T16:44:00Z,0,20589762,2,23,3,6,01/25,2022-01-25T16:43:00Z,24.36,59.59
562,2022-01-25T00:00:00Z,T,PSG63,1.1,0.5,2,0,2022-01-25T16:44:00Z,1,20589759,2,23,3,6,01/25,2022-01-25T16:42:00Z,24.99,59.23
564,2022-01-25T00:00:00Z,T,GA84,1.1,0.44999999999999996,1,0,2022-01-25T16:47:00Z,0,20589755,2,23,3,6,01/25,2022-01-25T16:43:00Z,24.7,58.54
565,2022-01-25T00:00:00Z,T,PMC78,1.1,0.58,1,-1,2022-01-25T17:45:00Z,1,20589728,1,23,3,6,01/25,2022-01-25T17:44:00Z,26.33,56.01
566,2022-01-25T00:00:00Z,T,AFS63,1.58,0.5,-1,1,2022-01-25T18:03:00Z,0,20589755,2,23,3,6,01/25,2022-01-25T18:03:00Z,24.65,65.92
567,2022-01-26T00:00:00Z,M,CSB82,1.1,0.34,1,0,2022-01-26T08:51:00Z,1,20589764,2,26,3,7,01/26,2022-01-26T08:50:00Z,25.19,59.64
569,2022-01-26T00:00:00Z,M,DBN73,1.1,0.44999999999999996,1,0,2022-01-26T08:51:00Z,1,20589746,2,26,3,7,01/26,2022-01-26T08:49:00Z,24.56,63.77
570,2022-01-26T00:00:00Z,M,RS68,1.1,0.5,1,-1,2022-01-26T08:51:00Z,1,20589711,2,26,3,7,01/26,2022-01-26T08:48:00Z,24.7,68.04
571,2022-01-26T00:00:00Z,M,MK63,1.1,0.5,1,0,2022-01-26T08:52:00Z,0,20589746,2,26,3,7,01/26,2022-01-26T08:49:00Z,24.56,63.77
572,2022-01-26T00:00:00Z,M,SH76,1.1,0.5,2,0,2022-01-26T08:52:00Z,0,20589718,1,26,3,7,01/26,2022-01-26T08:51:00Z,24.1,62.99
